19.4370 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
26.0681 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=305, pos=array([0.3732798 , 0.47149227]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0701 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=278, pos=array([ 0.26781737, -0.06951202]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0719 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=112, pos=array([ 0.06696778, -0.06947875]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0735 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=357, pos=array([0.35779009, 0.46479671]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0753 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=225, pos=array([ 0.03204473, -0.31305699]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0769 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=85, pos=array([0.39977208, 0.05866323]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0784 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=19, pos=array([-0.37541183, -0.01634303]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0801 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=33, pos=array([0.29230867, 0.21313407]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0817 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=262, pos=array([-0.4199156 ,  0.15593084]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0834 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=133, pos=array([ 0.34581302, -0.27390885]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
26.0908 	EXP 	fixation: autoDraw = False
26.0908 	EXP 	target: autoDraw = False
26.0908 	EXP 	distr: autoDraw = False
26.0908 	EXP 	distr: autoDraw = False
26.0908 	EXP 	distr: autoDraw = False
26.0908 	EXP 	distr: autoDraw = False
26.0908 	EXP 	distr: autoDraw = False
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	distr: autoDraw = True
26.0908 	EXP 	fixation: autoDraw = True
26.0908 	EXP 	target: autoDraw = True
26.2635 	DATA 	Mouse:  Left button up, pos=(1314,273)
27.5901 	DATA 	Mouse: Left button down, pos=(1277,458)
27.5942 	EXP 	New trial (rep=2, index=0): None
27.5966 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=59, pos=array([-0.48812549,  0.11553728]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.5982 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=124, pos=array([-0.1098976 , -0.29121867]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.5999 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=348, pos=array([ 0.47048193, -0.38300992]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6015 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=300, pos=array([0.19914978, 0.2230215 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6032 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=231, pos=array([0.11829503, 0.33966215]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6052 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=276, pos=array([-0.01385629,  0.10780841]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6071 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=144, pos=array([ 0.1321733 , -0.48548847]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6088 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=20, pos=array([-0.26439   , -0.05233066]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6105 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=17, pos=array([ 0.46894811, -0.14405756]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6122 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=123, pos=array([-0.31905228,  0.16062496]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6202 	EXP 	fixation: autoDraw = False
27.6202 	EXP 	target: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = False
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	distr: autoDraw = True
27.6202 	EXP 	fixation: autoDraw = True
27.6202 	EXP 	target: autoDraw = True
27.8065 	DATA 	Mouse:  Left button up, pos=(1277,458)
29.6812 	DATA 	Mouse: Left button down, pos=(709,770)
29.6928 	EXP 	New trial (rep=3, index=0): None
29.6952 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=99, pos=array([-0.36064499, -0.36664889]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
29.6971 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=264, pos=array([-0.08199088, -0.12712192]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
29.6988 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=100, pos=array([-0.18470918,  0.14886446]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
29.7004 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=88, pos=array([-0.49874052,  0.28074181]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
29.7022 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=187, pos=array([-0.39120558, -0.37165464]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
29.7074 	EXP 	fixation: autoDraw = False
29.7074 	EXP 	target: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = False
29.7074 	EXP 	distr: autoDraw = True
29.7074 	EXP 	distr: autoDraw = True
29.7074 	EXP 	distr: autoDraw = True
29.7074 	EXP 	distr: autoDraw = True
29.7074 	EXP 	distr: autoDraw = True
29.7074 	EXP 	fixation: autoDraw = True
29.7074 	EXP 	target: autoDraw = True
29.9070 	DATA 	Mouse:  Left button up, pos=(709,770)
31.2471 	DATA 	Mouse: Left button down, pos=(614,582)
31.2623 	EXP 	New trial (rep=4, index=0): None
31.2663 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=213, pos=array([-0.0862839 ,  0.40030169]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
31.2698 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=334, pos=array([0.28466975, 0.05380039]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
31.2724 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=221, pos=array([-0.496467  ,  0.13175854]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
31.2744 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=75, pos=array([-0.441202  , -0.22406288]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
31.2761 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=88, pos=array([-0.44089905, -0.48407096]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
31.2779 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=72, pos=array([-0.129932  , -0.15081263]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
